"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"unterstützung","tom wird etwas unterstützung brauchen.","tom wird etwas {{1::unterstützung}} brauchen.","tom will need some support.","First 3 letters: unt...","99","0.48124378109452737",""
"richtige","tom ist nicht der richtige für uns.","tom ist nicht der {{1::richtige}} für uns.","tom is not our man.","First 2 letters: ri...","247","0.4876827896512936",""
"schöner","tom ist ein schöner mann.","tom ist ein {{1::schöner}} mann.","tom is a beautiful man.","First 2 letters: sc...","173","0.4815243902439025",""
"spreche","ich spreche mit tom.","ich {{1::spreche}} mit tom.","i am talking with tom.","First 2 letters: sp...","418","0.4560240963855422",""
"habe","maria sagte, tom habe sie geküsst.","maria sagte, tom {{1::habe}} sie geküsst.","mary said tom kissed her.","First 1 letter: h...","16325","0.4400315935801845",""
"sagten","tom und maria sagten es johannes.","tom und maria {{1::sagten}} es johannes.","tom and mary told john.","First 2 letters: sa...","381","0.5041666666666667",""
"sahen","tom und maria sahen john.","tom und maria {{1::sahen}} john.","tom and mary saw john.","First 2 letters: sa...","221","0.48178571428571426",""
"johannes","tom und maria sind mit johannes bekannt.","tom und maria sind mit {{1::johannes}} bekannt.","tom and mary know john.","First 2 letters: jo...","1084","0.457997557997558",""
"johannes","tom sah maria johannes küssen.","tom sah maria {{1::johannes}} küssen.","tom saw mary kissing john.","First 2 letters: jo...","1084","0.48085470085470083",""
"schlaf","tom hat maria in den schlaf gesungen.","tom hat maria in den {{1::schlaf}} gesungen.","tom sang mary to sleep.","First 2 letters: sc...","231","0.45899470899470896",""
"begegnet","maria bereute, dass sie tom je begegnet war.","maria bereute, dass sie tom je {{1::begegnet}} war.","mary regrets ever meeting tom.","First 2 letters: be...","124","0.45132625994694964",""
"karte","tom hat mary eine karte geschickt.","tom hat mary eine {{1::karte}} geschickt.","tom sent mary a card.","First 2 letters: ka...","191","0.4682795698924731",""
"nachricht","tom schickte mary eine nachricht.","tom schickte mary eine {{1::nachricht}}.","tom sent mary a message.","First 3 letters: nac...","486","0.4733333333333333",""
"tasse","tom gab mary eine tasse.","tom gab mary eine {{1::tasse}}.","tom gave mary a mug.","First 2 letters: ta...","337","0.4430487804878048",""
"gedicht","tom hat maria ein gedicht vorgelesen.","tom hat maria ein {{1::gedicht}} vorgelesen.","tom read mary a poem.","First 2 letters: ge...","107","0.4679357021996616",""
"spielten","tom und maria spielten backgammon.","tom und maria {{1::spielten}} backgammon.","tom and mary played backgammon.","First 2 letters: sp...","98","0.48124069478908194",""
"wohnen","tom und maria wohnen zusammen.","tom und maria {{1::wohnen}} zusammen.","tom and mary live together.","First 2 letters: wo...","433","0.48735294117647054",""
"letztes","tom hat sich letztes jahr von mary scheiden lassen.","tom hat sich {{1::letztes}} jahr von mary scheiden lassen.","tom divorced mary last year.","First 2 letters: le...","321","0.46944444444444444",""
"monat","tom hat letzten monat mary geheiratet.","tom hat letzten {{1::monat}} mary geheiratet.","tom married mary last month.","First 2 letters: mo...","514","0.5333333333333333",""
"sahen","tom und maria sahen zebras.","tom und maria {{1::sahen}} zebras.","tom and mary saw zebras.","First 2 letters: sa...","221","0.48178571428571426",""
"marie","sind tom und marie zwillinge?","sind tom und {{1::marie}} zwillinge?","are tom and mary twins?","First 2 letters: ma...","143","0.48139664804469273",""
"hätten","tom und maria hätten hunger.","tom und maria {{1::hätten}} hunger.","tom and mary were hungry.","First 2 letters: hä...","744","0.4820408163265306",""
"gingen","tom und maria gingen zusammen weg.","tom und maria {{1::gingen}} zusammen weg.","tom and mary left together.","First 2 letters: gi...","336","0.503030303030303",""
"kleiner","tom ist kleiner als maria.","tom ist {{1::kleiner}} als maria.","tom is shorter than mary.","First 2 letters: kl...","206","0.48169491525423724",""
"spielten","tom und maria spielten dame.","tom und maria {{1::spielten}} dame.","tom and mary played checkers.","First 2 letters: sp...","98","0.48124069478908194",""
"gingen","tom und maria gingen beide zu fuß.","tom und maria {{1::gingen}} beide zu fuß.","tom and mary both walked.","First 2 letters: gi...","336","0.48874458874458876",""
"gingen","tom und maria gingen nach draußen.","tom und maria {{1::gingen}} nach draußen.","tom and mary went outside.","First 2 letters: gi...","336","0.503030303030303",""
"streiten","tom und mary streiten sich.","tom und mary {{1::streiten}} sich.","tom and mary are fighting.","First 2 letters: st...","154","0.48144092219020174",""
"spielten","tom und maria spielten schach.","tom und maria {{1::spielten}} schach.","tom and mary played chess.","First 2 letters: sp...","98","0.48124069478908194",""
