"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"glaube","ich glaube tom nicht.","ich {{1::glaube}} tom nicht.","i don't trust tom.","First 2 letters: gl...","2413","0.4502612330198537",""
"erinnere","ich erinnere mich gut an tom.","ich {{1::erinnere}} mich gut an tom.","i remember tom well.","First 2 letters: er...","228","0.4351648351648352",""
"liebe","ich liebe dich, tom!","ich {{1::liebe}} dich, tom!","i love you tom!","First 2 letters: li...","1285","0.45063613231552163",""
"geschrieben","ich habe tom geschrieben.","ich habe tom {{1::geschrieben}}.","i wrote to tom.","First 3 letters: ges...","705","0.4524271844660194",""
"kenne","ich kenne tom kaum.","ich {{1::kenne}} tom kaum.","i barely know tom.","First 2 letters: ke...","829","0.45151515151515154",""
"brauche","ich brauche tom jetzt.","ich {{1::brauche}} tom jetzt.","i need tom now.","First 2 letters: br...","944","0.451123595505618",""
"sorgen","ich machte mir sorgen um tom.","ich machte mir {{1::sorgen}} um tom.","i cared about tom.","First 2 letters: so...","657","0.5031645569620253",""
"wegen","ich kam wegen tom.","ich kam {{1::wegen}} tom.","i came for tom.","First 2 letters: we...","688","0.5026455026455026",""
"statt","ich bin statt tom gekommen.","ich bin {{1::statt}} tom gekommen.","i came for tom.","First 2 letters: st...","252","0.48200803212851406",""
"hasse","jetzt hasse ich tom.","jetzt {{1::hasse}} ich tom.","i hate tom now.","First 2 letters: ha...","375","0.45396825396825397",""
"suchte","ich suchte tom.","ich {{1::suchte}} tom.","i looked for tom.","First 2 letters: su...","129","0.46801075268817205",""
"heiraten","ich hätte tom heiraten können.","ich hätte tom {{1::heiraten}} können.","i could've married tom.","First 2 letters: he...","401","0.485",""
"nehmen","ich kann tom nehmen.","ich kann tom {{1::nehmen}}.","i can take tom.","First 2 letters: ne...","774","0.45181818181818184",""
"wette","ich wette, tom hat es vergessen.","ich {{1::wette}}, tom hat es vergessen.","i bet tom forgot.","First 2 letters: we...","116","0.4346320346320346",""
"vollkommen","ich vertraue tom vollkommen.","ich vertraue tom {{1::vollkommen}}.","i trust tom completely.","First 3 letters: vol...","119","0.4513089005235602",""
"arbeite","ich arbeite für tom.","ich {{1::arbeite}} für tom.","i work for tom.","First 2 letters: ar...","323","0.45280898876404496",""
"gespielt","ich habe mit tom gespielt.","ich habe mit tom {{1::gespielt}}.","i played with tom.","First 2 letters: ge...","244","0.44194552529182873",""
"dass","tom weiß, dass ich es weiß.","tom weiß, {{1::dass}} ich es weiß.","tom knows i know.","First 1 letter: d...","13925","0.40670390784050847",""
"dass","ich weiß, dass es tom ist.","ich weiß, {{1::dass}} es tom ist.","i know it's tom.","First 1 letter: d...","13925","0.40670390784050847",""
"verstehe","ich verstehe tom nicht.","ich {{1::verstehe}} tom nicht.","i don't understand tom.","First 2 letters: ve...","492","0.5055555555555555",""
"gegeben","ich habe tom das gegeben.","ich habe tom das {{1::gegeben}}.","i gave tom that.","First 2 letters: ge...","573","0.44675675675675675",""
"denke","ich denke, tom weiß das.","ich {{1::denke}}, tom weiß das.","i think tom knows.","First 2 letters: de...","1295","0.4406281407035175",""
"denke","ich denke, es ist tom.","ich {{1::denke}}, es ist tom.","i think it's tom.","First 2 letters: de...","1295","0.4406281407035175",""
"dachte","ich dachte an tom.","ich {{1::dachte}} an tom.","i thought about tom.","First 2 letters: da...","1172","0.45074294205052007",""
"liebe","ich liebe tom nicht.","ich {{1::liebe}} tom nicht.","i don't love tom.","First 2 letters: li...","1285","0.45063613231552163",""
"schlagen","ich kann tom schlagen.","ich kann tom {{1::schlagen}}.","i can beat tom.","First 2 letters: sc...","119","0.4513089005235602",""
"könnte","ich könnte tom helfen.","ich {{1::könnte}} tom helfen.","i could help tom.","First 2 letters: kö...","1510","0.45049455984174086",""
"legte","ich selbst legte es tom nahe.","ich selbst {{1::legte}} es tom nahe.","i told tom myself.","First 2 letters: le...","289","0.46902515723270444",""
"gestohlen","ich habe für tom gestohlen.","ich habe für tom {{1::gestohlen}}.","i stole for tom.","First 3 letters: ges...","347","0.4432467532467532",""
"hasse","ich hasse tom wirklich.","ich {{1::hasse}} tom wirklich.","i really hate tom.","First 2 letters: ha...","375","0.45396825396825397",""
"richtung","ich drehte mich richtung tom.","ich drehte mich {{1::richtung}} tom.","i turned towards tom.","First 2 letters: ri...","123","0.4813227513227514",""
"verstanden","ich glaube, tom hat es verstanden.","ich glaube, tom hat es {{1::verstanden}}.","i think tom understood.","First 3 letters: ver...","293","0.4357371794871795",""
"sorge","ich sorge mich um tom.","ich {{1::sorge}} mich um tom.","i worry about tom.","First 2 letters: so...","181","0.44156249999999997",""
"rauchen","tom hat das rauchen aufgegeben.","tom hat das {{1::rauchen}} aufgegeben.","tom gave up smoking.","First 2 letters: ra...","471","0.4966666666666667",""
"lange","tom wird nicht lange leben.","tom wird nicht {{1::lange}} leben.","tom won't live long.","First 2 letters: la...","2062","0.4803198976327575",""
"nachrichten","tom sah die nachrichten.","tom sah die {{1::nachrichten}}.","tom saw the news.","First 3 letters: nac...","169","0.45150602409638557",""
"nachrichten","tom hat die nachrichten geguckt.","tom hat die {{1::nachrichten}} geguckt.","tom watched the news.","First 3 letters: nac...","169","0.48150602409638554",""
"reise","tom hat die reise gefallen.","tom hat die {{1::reise}} gefallen.","tom enjoyed the trip.","First 2 letters: re...","345","0.4832051282051282",""
"andere","tom hat eine andere arbeit angenommen.","tom hat eine {{1::andere}} arbeit angenommen.","tom has changed jobs.","First 2 letters: an...","801","0.5016556291390728",""
"damit","tom kann damit umgehen.","tom kann {{1::damit}} umgehen.","tom can handle it.","First 2 letters: da...","1193","0.5007204610951008",""
"damit","tom wird nicht damit fertig.","tom wird nicht {{1::damit}} fertig.","tom can't handle it.","First 2 letters: da...","1193","0.4807204610951009",""
"guten","tom hat einen guten geschmack.","tom hat einen {{1::guten}} geschmack.","tom has good taste.","First 2 letters: gu...","457","0.49136363636363634",""
"zwei","tom hat zwei jobs.","tom hat {{1::zwei}} jobs.","tom has two jobs.","First 1 letter: z...","1787","0.44038819875776397",""
"gebäude","tom betrat das gebäude.","tom betrat das {{1::gebäude}}.","tom entered the building.","First 2 letters: ge...","305","0.45255102040816325",""
"rolle","tom hat die rolle bekommen.","tom hat die {{1::rolle}} bekommen.","tom got the part.","First 2 letters: ro...","117","0.48130208333333335",""
"oben","tom ist da oben.","tom ist da {{1::oben}}.","tom is up there.","First 1 letter: o...","263","0.39210084033613446",""
"erzählte","tom erzählte von der schule.","tom {{1::erzählte}} von der schule.","tom talked about school.","First 2 letters: er...","176","0.44153846153846155",""
"rennen","tom gewann das rennen.","tom gewann das {{1::rennen}}.","tom won the race.","First 2 letters: re...","137","0.4513736263736264",""
"rennen","tom hat das rennen gewonnen.","tom hat das {{1::rennen}} gewonnen.","tom won the race.","First 2 letters: re...","137","0.48137362637362635",""
"wette","tom gewann die wette.","tom gewann die {{1::wette}}.","tom won the bet.","First 2 letters: we...","116","0.4512987012987013",""
"knopf","tom drückte auf den knopf.","tom drückte auf den {{1::knopf}}.","tom pressed the button.","First 2 letters: kn...","100","0.4412468827930174",""
"rosen","tom goss die rosen.","tom goss die {{1::rosen}}.","tom watered the roses.","First 2 letters: ro...","109","0.45127551020408163",""
"tasse","tom zerbrach die tasse.","tom zerbrach die {{1::tasse}}.","tom broke the cup.","First 2 letters: ta...","337","0.4530487804878049",""
"fing","tom fing das huhn.","tom {{1::fing}} das huhn.","tom caught the chicken.","First 1 letter: f...","379","0.3940983606557377",""
