"cloze_word","source","source_cloze","target","hint","freq","score","audio_file"
"vermisse","ich vermisse tom.","ich {{1::vermisse}} tom.","i miss tom.","First 2 letters: ve...","114","0.4679586563307493",""
"ausgegangen","ist tom ausgegangen?","ist tom {{1::ausgegangen}}?","is tom out?","First 3 letters: aus...","99","0.46791044776119406",""
"heiß","ist tom zu heiß?","ist tom zu {{1::heiß}}?","is tom hot?","First 1 letter: h...","335","0.39301204819277114",""
"heiß","tom ist heiß.","tom ist {{1::heiß}}.","tom is hot.","First 1 letter: h...","335","0.40967871485943774",""
"gehört","tom gehört mir!","tom {{1::gehört}} mir!","tom is mine.","First 2 letters: ge...","1574","0.46713178294573643",""
"amerikaner","tom ist amerikaner.","tom ist {{1::amerikaner}}.","tom is american.","First 3 letters: ame...","150","0.4680911680911681",""
"letzte","tom ist der letzte.","tom ist der {{1::letzte}}.","tom is last.","First 2 letters: le...","788","0.4517301038062284",""
"normal","tom ist normal.","tom ist {{1::normal}}.","tom is normal.","First 2 letters: no...","105","0.4679292929292929",""
"blind","tom ist blind.","tom ist {{1::blind}}.","tom is blind.","First 2 letters: bl...","120","0.4679790026246719",""
"blind","ist tom blind?","ist tom {{1::blind}}?","is tom blind?","First 2 letters: bl...","120","0.4679790026246719",""
"sehe","ich sehe tom.","ich {{1::sehe}} tom.","i see tom.","First 1 letter: s...","577","0.41307692307692306",""
"seinen","tom hat seinen hut verloren.","tom hat {{1::seinen}} hut verloren.","tom lost his hat.","First 2 letters: se...","2229","0.48028901734104046",""
"gefängnis","tom gehört ins gefängnis.","tom gehört ins {{1::gefängnis}}.","tom belongs in jail.","First 3 letters: gef...","313","0.45265957446808514",""
"drin","was ist hier drin, tom?","was ist hier {{1::drin}}, tom?","what's in here, tom?","First 1 letter: d...","119","0.4213089005235602",""
"lebte","tom lebte in australien.","tom {{1::lebte}} in australien.","tom lived in australia.","First 2 letters: le...","161","0.4514705882352941",""
"drin","ich bin hier drin, tom.","ich bin hier {{1::drin}}, tom.","i'm in here, tom.","First 1 letter: d...","119","0.4213089005235602",""
"gefahr","du bist in gefahr, tom.","du bist in {{1::gefahr}}, tom.","you're in danger, tom.","First 2 letters: ge...","223","0.4817985611510791",""
"oktober","tom kündigte im oktober.","tom kündigte im {{1::oktober}}.","tom resigned in october.","First 2 letters: ok...","281","0.45227272727272727",""
"während","tom gab sich während des unterrichts träumereien hin.","tom gab sich {{1::während}} des unterrichts träumereien hin.","tom daydreamed in class.","First 2 letters: wä...","586","0.48074712643678164",""
"oktober","tom ist im oktober gestorben.","tom ist im {{1::oktober}} gestorben.","tom died in october.","First 2 letters: ok...","281","0.4822727272727273",""
"drin","wir sind hier drin, tom.","wir sind hier {{1::drin}}, tom.","we're in here, tom.","First 1 letter: d...","119","0.4213089005235602",""
"sind","hier drin sind wir, tom.","hier drin {{1::sind}} wir, tom.","we're in here, tom.","First 1 letter: s...","12452","0.42004183050280264",""
"rechtzeitig","tom kam rechtzeitig an.","tom kam {{1::rechtzeitig}} an.","tom arrived in time.","First 3 letters: rec...","180","0.5015576323987538",""
"schmerzen","hat tom schmerzen?","hat tom {{1::schmerzen}}?","is tom in pain?","First 3 letters: sch...","145","0.4680711610486891",""
"schmerzen","tom hat schmerzen.","tom hat {{1::schmerzen}}.","tom is in pain.","First 3 letters: sch...","145","0.4680711610486891",""
"schwierigkeiten","tom ist in schwierigkeiten.","tom ist in {{1::schwierigkeiten}}.","tom is in trouble.","First 3 letters: sch...","350","0.4533112582781457",""
"schwierigkeiten","ist tom in schwierigkeiten?","ist tom in {{1::schwierigkeiten}}?","is tom in trouble?","First 3 letters: sch...","350","0.4533112582781457",""
"australien","tom ist in australien.","tom ist in {{1::australien}}.","tom is in australia.","First 3 letters: aus...","1310","0.450616522811344",""
"verliebt","tom ist verliebt.","tom ist {{1::verliebt}}.","tom is in love.","First 2 letters: ve...","389","0.4711309523809524",""
"gefahr","tom ist in gefahr.","tom ist in {{1::gefahr}}.","tom is in danger.","First 2 letters: ge...","223","0.45179856115107914",""
"unterricht","tom ist im unterricht.","tom ist im {{1::unterricht}}.","tom is in class.","First 3 letters: unt...","227","0.4518248175182482",""
"glaube","ich glaube an tom.","ich {{1::glaube}} an tom.","i believe in tom.","First 2 letters: gl...","2413","0.4502612330198537",""
"durch","halte durch, tom!","halte {{1::durch}}, tom!","hang in there, tom.","First 2 letters: du...","1168","0.4674140508221225",""
"paris","tom lebt in paris.","tom lebt in {{1::paris}}.","tom lives in paris.","First 2 letters: pa...","268","0.4521459227467811",""
"bett","tom log im bett.","tom log im {{1::bett}}.","tom lied in bed.","First 1 letter: b...","903","0.39123762376237625",""
"boston","tom hat in boston gearbeitet.","tom hat in {{1::boston}} gearbeitet.","tom worked in boston.","First 2 letters: bo...","2484","0.4802518891687657",""
"jahre","tom hat boston im jahre 2013 verlassen.","tom hat boston im {{1::jahre}} 2013 verlassen.","tom left boston in 2013.","First 2 letters: ja...","1052","0.46757082579867393",""
"boston","tom ist in boston.","tom ist in {{1::boston}}.","tom is in boston.","First 2 letters: bo...","2484","0.45025188916876574",""
"verliebt","tom war verliebt.","tom war {{1::verliebt}}.","tom was in love.","First 2 letters: ve...","389","0.4711309523809524",""
"tränen","tom war in tränen aufgelöst.","tom war in {{1::tränen}} aufgelöst.","tom was in tears.","First 2 letters: tr...","175","0.4815337423312883",""
"kirche","tom war in der kirche.","tom war in der {{1::kirche}}.","tom was in church.","First 2 letters: ki...","234","0.4418726591760299",""
"himmel","tom war im himmel.","tom war im {{1::himmel}}.","tom was in heaven.","First 2 letters: hi...","347","0.45324675324675323",""
"geboren","tom wurde im jahr 2013 geboren.","tom wurde im jahr 2013 {{1::geboren}}.","tom was born in 2013.","First 2 letters: ge...","487","0.47571428571428565",""
"geboren","tom wurde 2013 geboren.","tom wurde 2013 {{1::geboren}}.","tom was born in 2013.","First 2 letters: ge...","487","0.5023809523809524",""
"geboren","wo wurde tom geboren?","wo wurde tom {{1::geboren}}?","where was tom born?","First 2 letters: ge...","487","0.4857142857142857",""
"wirklich","tom war wirklich beeindruckt.","tom war {{1::wirklich}} beeindruckt.","tom was really impressed.","First 2 letters: wi...","3270","0.5001804402742692",""
"wirklich","tom war wirklich schockiert.","tom war {{1::wirklich}} schockiert.","tom was really shocked.","First 2 letters: wi...","3270","0.5001804402742692",""
"völlig","tom war völlig verwirrt.","tom war {{1::völlig}} verwirrt.","tom was completely confused.","First 2 letters: vö...","399","0.5049019607843137",""
"weise","auf welche weise kam tom ums leben?","auf welche {{1::weise}} kam tom ums leben?","how was tom killed?","First 2 letters: we...","179","0.458695652173913",""
"ziemlich","tom war ziemlich aufgebracht.","tom war {{1::ziemlich}} aufgebracht.","tom was quite upset.","First 2 letters: zi...","895","0.5012626262626263",""
"sehr","tom war sehr arm.","tom war {{1::sehr}} arm.","tom was very poor.","First 1 letter: s...","7932","0.4400672675904749",""
"große","tom war eine große hilfe.","tom war eine {{1::große}} hilfe.","tom was extremely helpful.","First 2 letters: gr...","778","0.48179211469534056",""
"äußerst","tom war äußerst dankbar.","tom war {{1::äußerst}} dankbar.","tom was extremely grateful.","First 2 letters: äu...","154","0.5014409221902018",""
"offensichtlich","tom war offensichtlich schockiert.","tom war {{1::offensichtlich}} schockiert.","tom was clearly shocked.","First 3 letters: off...","217","0.5017605633802817",""
"noch","tom war noch nie faul.","tom war {{1::noch}} nie faul.","tom never was lazy.","First 1 letter: n...","8967","0.420059045819556",""
"dick","tom war zu dick.","tom war zu {{1::dick}}.","tom was too fat.","First 1 letter: d...","153","0.3914367816091954",""
"handschuhe","tom hatte handschuhe an.","tom hatte {{1::handschuhe}} an.","tom was wearing gloves.","First 3 letters: han...","99","0.5012437810945274",""
"brille","tom hatte eine brille auf.","tom hatte eine {{1::brille}} auf.","tom was wearing glasses.","First 2 letters: br...","300","0.48248756218905475",""
"geirrt","vielleicht hat tom sich geirrt.","vielleicht hat tom sich {{1::geirrt}}.","maybe tom was wrong.","First 2 letters: ge...","107","0.4412690355329949",""
"klar","tom war ganz klar müde.","tom war ganz {{1::klar}} müde.","tom was obviously tired.","First 1 letter: k...","314","0.4226737967914439",""
"für","es war für tom.","es war {{1::für}} tom.","it was for tom.","First 1 letter: f...","9010","0.3800587475032311",""
"wahl","warum fiel die wahl auf tom?","warum fiel die {{1::wahl}} auf tom?","why was tom chosen?","First 1 letter: w...","273","0.44219298245614036",""
"warst","warst du es, tom?","{{1::warst}} du es, tom?","was it you, tom?","First 2 letters: wa...","731","0.40215517241379306",""
"auch","tom war auch hier.","tom war {{1::auch}} hier.","tom was here, too.","First 1 letter: a...","2723","0.44022482014388487",""
"ziemlich","tom war ziemlich mutig.","tom war {{1::ziemlich}} mutig.","tom was quite courageous.","First 2 letters: zi...","895","0.5012626262626263",""
"sehr","tom war sehr gut.","tom war {{1::sehr}} gut.","tom was very good.","First 1 letter: s...","7932","0.4400672675904749",""
"bereits","tom war bereits betrunken.","tom war {{1::bereits}} betrunken.","tom was already drunk.","First 2 letters: be...","572","0.5068493150684932",""
"schrecklich","tom langweilte sich schrecklich.","tom langweilte sich {{1::schrecklich}}.","tom was awfully bored.","First 3 letters: sch...","134","0.4513623978201635",""
"montag","tom wurde am montag begraben.","tom wurde am {{1::montag}} begraben.","tom was buried monday.","First 2 letters: mo...","475","0.49923076923076926",""
"montag","tom wurde am montag zu grabe getragen.","tom wurde am {{1::montag}} zu grabe getragen.","tom was buried monday.","First 2 letters: mo...","475","0.5049450549450549",""
"überhaupt","tom hatte überhaupt keine ahnung.","tom hatte {{1::überhaupt}} keine ahnung.","tom was completely clueless.","First 3 letters: übe...","769","0.48185185185185186",""
"ziemlich","tom war ziemlich betrunken.","tom war {{1::ziemlich}} betrunken.","tom was quite drunk.","First 2 letters: zi...","895","0.5012626262626263",""
"genauso","tom war genauso beeindruckt.","tom war {{1::genauso}} beeindruckt.","tom was equally impressed.","First 2 letters: ge...","332","0.5029585798816568",""
"schön","tom war ganz schön beschäftigt.","tom war ganz {{1::schön}} beschäftigt.","tom was definitely busy.","First 2 letters: sc...","1038","0.4809276437847867",""
"hinter","tom war hinter mir.","tom war {{1::hinter}} mir.","tom was behind me.","First 2 letters: hi...","578","0.5063291139240507",""
"erfreut","tom war sehr erfreut.","tom war sehr {{1::erfreut}}.","tom was very pleased.","First 2 letters: er...","116","0.4512987012987013",""
"total","tom lag total daneben.","tom lag {{1::total}} daneben.","tom was dead wrong.","First 2 letters: to...","115","0.5012953367875648",""
"sehr","tom war sehr alt.","tom war {{1::sehr}} alt.","tom was very old.","First 1 letter: s...","7932","0.4400672675904749",""
"herum","tom dölmerte herum.","tom dölmerte {{1::herum}}.","tom was goofing around.","First 2 letters: he...","238","0.46856780735107734",""
"dumm","tom war nie dumm.","tom war nie {{1::dumm}}.","tom never was stupid.","First 1 letter: d...","280","0.39226244343891403",""
"nie","tom war nie arm.","tom war {{1::nie}} arm.","tom never was poor.","First 1 letter: n...","4066","0.3801401738155312",""
"unser","tom war unser held.","tom war {{1::unser}} held.","tom was our hero.","First 2 letters: un...","873","0.5013368983957219",""
"viel","hatte tom sehr viel zu tun?","hatte tom sehr {{1::viel}} zu tun?","was tom very busy?","First 1 letter: v...","4258","0.44013301409949457",""
"stolz","tom war sehr stolz.","tom war sehr {{1::stolz}}.","tom was very proud.","First 2 letters: st...","427","0.45675675675675675",""
